DP;DPNOM;AÑO;ÁREA GEOGRÁFICA;Población
54;Norte de Santander;2025;Cabecera;1.359.676
54;Norte de Santander;2025;Centros Poblados y Rural Disperso;358.316
54;Norte de Santander;2025;Total;1.717.992
54;Norte de Santander;2026;Cabecera;1.363.322
54;Norte de Santander;2026;Centros Poblados y Rural Disperso;359.976
54;Norte de Santander;2026;Total;1.723.298
54;Norte de Santander;2027;Cabecera;1.364.973
54;Norte de Santander;2027;Centros Poblados y Rural Disperso;361.757
54;Norte de Santander;2027;Total;1.726.730
54;Norte de Santander;2028;Cabecera;1.365.641
54;Norte de Santander;2028;Centros Poblados y Rural Disperso;363.473
54;Norte de Santander;2028;Total;1.729.114
54;Norte de Santander;2029;Cabecera;1.365.650
54;Norte de Santander;2029;Centros Poblados y Rural Disperso;365.494
54;Norte de Santander;2029;Total;1.731.144
54;Norte de Santander;2030;Cabecera;1.365.486
54;Norte de Santander;2030;Centros Poblados y Rural Disperso;367.882
54;Norte de Santander;2030;Total;1.733.368
54;Norte de Santander;2031;Cabecera;1.365.029
54;Norte de Santander;2031;Centros Poblados y Rural Disperso;370.708
54;Norte de Santander;2031;Total;1.735.737
54;Norte de Santander;2032;Cabecera;1.364.606
54;Norte de Santander;2032;Centros Poblados y Rural Disperso;373.366
54;Norte de Santander;2032;Total;1.737.972
54;Norte de Santander;2033;Cabecera;1.364.053
54;Norte de Santander;2033;Centros Poblados y Rural Disperso;376.004
54;Norte de Santander;2033;Total;1.740.057
54;Norte de Santander;2034;Cabecera;1.363.345
54;Norte de Santander;2034;Centros Poblados y Rural Disperso;378.652
54;Norte de Santander;2034;Total;1.741.997
54;Norte de Santander;2035;Cabecera;1.362.295
54;Norte de Santander;2035;Centros Poblados y Rural Disperso;381.505
54;Norte de Santander;2035;Total;1.743.800
54;Norte de Santander;2036;Total;1.745.338
54;Norte de Santander;2037;Total;1.746.489
54;Norte de Santander;2038;Total;1.747.254
54;Norte de Santander;2039;Total;1.747.648
54;Norte de Santander;2040;Total;1.747.658
54;Norte de Santander;2041;Total;1.747.270
54;Norte de Santander;2042;Total;1.746.497
54;Norte de Santander;2043;Total;1.745.352
54;Norte de Santander;2044;Total;1.743.837
54;Norte de Santander;2045;Total;1.741.938
54;Norte de Santander;2046;Total;1.739.659
54;Norte de Santander;2047;Total;1.737.011
54;Norte de Santander;2048;Total;1.733.997
54;Norte de Santander;2049;Total;1.730.610
54;Norte de Santander;2050;Total;1.726.846
63;Quindio;2020;Cabecera;486.029
63;Quindio;2020;Centros Poblados y Rural Disperso;67.292
63;Quindio;2020;Total;553.321
63;Quindio;2021;Cabecera;490.442
63;Quindio;2021;Centros Poblados y Rural Disperso;66.657
63;Quindio;2021;Total;557.099
63;Quindio;2022;Cabecera;492.893
63;Quindio;2022;Centros Poblados y Rural Disperso;66.917
63;Quindio;2022;Total;559.810
63;Quindio;2023;Cabecera;495.526
63;Quindio;2023;Centros Poblados y Rural Disperso;67.550
63;Quindio;2023;Total;563.076
63;Quindio;2024;Cabecera;497.785
63;Quindio;2024;Centros Poblados y Rural Disperso;68.263
63;Quindio;2024;Total;566.048
63;Quindio;2025;Cabecera;499.565
63;Quindio;2025;Centros Poblados y Rural Disperso;68.995
63;Quindio;2025;Total;568.560
63;Quindio;2026;Cabecera;500.928
63;Quindio;2026;Centros Poblados y Rural Disperso;69.800
63;Quindio;2026;Total;570.728
63;Quindio;2027;Cabecera;501.991
63;Quindio;2027;Centros Poblados y Rural Disperso;70.728
63;Quindio;2027;Total;572.719
63;Quindio;2028;Cabecera;502.850
63;Quindio;2028;Centros Poblados y Rural Disperso;71.750
63;Quindio;2028;Total;574.600
63;Quindio;2029;Cabecera;503.525
63;Quindio;2029;Centros Poblados y Rural Disperso;72.891
63;Quindio;2029;Total;576.416
63;Quindio;2030;Cabecera;504.039
63;Quindio;2030;Centros Poblados y Rural Disperso;74.160
63;Quindio;2030;Total;578.199
63;Quindio;2031;Cabecera;504.435
63;Quindio;2031;Centros Poblados y Rural Disperso;75.498
63;Quindio;2031;Total;579.933
63;Quindio;2032;Cabecera;504.686
63;Quindio;2032;Centros Poblados y Rural Disperso;76.896
63;Quindio;2032;Total;581.582
63;Quindio;2033;Cabecera;504.797
63;Quindio;2033;Centros Poblados y Rural Disperso;78.335
63;Quindio;2033;Total;583.132
63;Quindio;2034;Cabecera;504.764
63;Quindio;2034;Centros Poblados y Rural Disperso;79.814
63;Quindio;2034;Total;584.578
63;Quindio;2035;Cabecera;504.574
63;Quindio;2035;Centros Poblados y Rural Disperso;81.339
63;Quindio;2035;Total;585.913
63;Quindio;2036;Total;587.124
63;Quindio;2037;Total;588.194
63;Quindio;2038;Total;589.117
63;Quindio;2039;Total;589.892
63;Quindio;2040;Total;590.518
63;Quindio;2041;Total;590.996
63;Quindio;2042;Total;591.332
63;Quindio;2043;Total;591.531
63;Quindio;2044;Total;591.590
63;Quindio;2045;Total;591.509
63;Quindio;2046;Total;591.300
63;Quindio;2047;Total;590.960
63;Quindio;2048;Total;590.484
63;Quindio;2049;Total;589.880
63;Quindio;2050;Total;589.149
66;Risaralda;2020;Cabecera;762.638
66;Risaralda;2020;Centros Poblados y Rural Disperso;200.141
66;Risaralda;2020;Total;962.779
66;Risaralda;2021;Cabecera;771.884
66;Risaralda;2021;Centros Poblados y Rural Disperso;196.403
66;Risaralda;2021;Total;968.287
66;Risaralda;2022;Cabecera;775.780
66;Risaralda;2022;Centros Poblados y Rural Disperso;194.358
66;Risaralda;2022;Total;970.138
66;Risaralda;2023;Cabecera;779.222
66;Risaralda;2023;Centros Poblados y Rural Disperso;193.082
66;Risaralda;2023;Total;972.304
66;Risaralda;2024;Cabecera;781.555
66;Risaralda;2024;Centros Poblados y Rural Disperso;192.324
66;Risaralda;2024;Total;973.879
66;Risaralda;2025;Cabecera;782.966
66;Risaralda;2025;Centros Poblados y Rural Disperso;191.673
66;Risaralda;2025;Total;974.639
66;Risaralda;2026;Cabecera;783.663
66;Risaralda;2026;Centros Poblados y Rural Disperso;191.130
66;Risaralda;2026;Total;974.793
66;Risaralda;2027;Cabecera;783.800
66;Risaralda;2027;Centros Poblados y Rural Disperso;190.819
66;Risaralda;2027;Total;974.619
66;Risaralda;2028;Cabecera;783.488
66;Risaralda;2028;Centros Poblados y Rural Disperso;190.755
66;Risaralda;2028;Total;974.243
66;Risaralda;2029;Cabecera;782.781
66;Risaralda;2029;Centros Poblados y Rural Disperso;190.968
66;Risaralda;2029;Total;973.749
66;Risaralda;2030;Cabecera;781.708
66;Risaralda;2030;Centros Poblados y Rural Disperso;191.505
66;Risaralda;2030;Total;973.213
66;Risaralda;2031;Cabecera;780.415
66;Risaralda;2031;Centros Poblados y Rural Disperso;192.187
66;Risaralda;2031;Total;972.602
66;Risaralda;2032;Cabecera;778.987
66;Risaralda;2032;Centros Poblados y Rural Disperso;192.858
66;Risaralda;2032;Total;971.845
66;Risaralda;2033;Cabecera;777.397
66;Risaralda;2033;Centros Poblados y Rural Disperso;193.533
66;Risaralda;2033;Total;970.930
66;Risaralda;2034;Cabecera;775.685
66;Risaralda;2034;Centros Poblados y Rural Disperso;194.159
66;Risaralda;2034;Total;969.844
66;Risaralda;2035;Cabecera;773.796
66;Risaralda;2035;Centros Poblados y Rural Disperso;194.799
66;Risaralda;2035;Total;968.595
66;Risaralda;2036;Total;967.143
66;Risaralda;2037;Total;965.446
66;Risaralda;2038;Total;963.509
66;Risaralda;2039;Total;961.329
66;Risaralda;2040;Total;958.903
66;Risaralda;2041;Total;956.231
66;Risaralda;2042;Total;953.322
66;Risaralda;2043;Total;950.179
66;Risaralda;2044;Total;946.795
66;Risaralda;2045;Total;943.184
66;Risaralda;2046;Total;939.356
66;Risaralda;2047;Total;935.315
66;Risaralda;2048;Total;931.064
66;Risaralda;2049;Total;926.607
66;Risaralda;2050;Total;921.956
68;Santander;2020;Cabecera;1.744.233
68;Santander;2020;Centros Poblados y Rural Disperso;537.975
68;Santander;2020;Total;2.282.208
68;Santander;2021;Cabecera;1.777.109
68;Santander;2021;Centros Poblados y Rural Disperso;534.988
68;Santander;2021;Total;2.312.097
68;Santander;2022;Cabecera;1.802.328
68;Santander;2022;Centros Poblados y Rural Disperso;532.910
68;Santander;2022;Total;2.335.238
68;Santander;2023;Cabecera;1.826.647
68;Santander;2023;Centros Poblados y Rural Disperso;530.480
68;Santander;2023;Total;2.357.127
68;Santander;2024;Cabecera;1.847.055
68;Santander;2024;Centros Poblados y Rural Disperso;529.681
68;Santander;2024;Total;2.376.736
68;Santander;2025;Cabecera;1.864.327
68;Santander;2025;Centros Poblados y Rural Disperso;528.887
68;Santander;2025;Total;2.393.214
68;Santander;2026;Cabecera;1.879.215
68;Santander;2026;Centros Poblados y Rural Disperso;528.104
68;Santander;2026;Total;2.407.319
68;Santander;2027;Cabecera;1.892.563
68;Santander;2027;Centros Poblados y Rural Disperso;527.423
68;Santander;2027;Total;2.419.986
68;Santander;2028;Cabecera;1.904.619
68;Santander;2028;Centros Poblados y Rural Disperso;527.061
68;Santander;2028;Total;2.431.680
68;Santander;2029;Cabecera;1.915.808
68;Santander;2029;Centros Poblados y Rural Disperso;526.972
68;Santander;2029;Total;2.442.780
68;Santander;2030;Cabecera;1.926.300
68;Santander;2030;Centros Poblados y Rural Disperso;527.274
68;Santander;2030;Total;2.453.574
68;Santander;2031;Cabecera;1.936.313
68;Santander;2031;Centros Poblados y Rural Disperso;527.737
68;Santander;2031;Total;2.464.050
68;Santander;2032;Cabecera;1.945.877
68;Santander;2032;Centros Poblados y Rural Disperso;528.183
68;Santander;2032;Total;2.474.060
68;Santander;2033;Cabecera;1.954.900
68;Santander;2033;Centros Poblados y Rural Disperso;528.683
68;Santander;2033;Total;2.483.583
68;Santander;2034;Cabecera;1.963.534
68;Santander;2034;Centros Poblados y Rural Disperso;529.074
68;Santander;2034;Total;2.492.608
68;Santander;2035;Cabecera;1.971.809
68;Santander;2035;Centros Poblados y Rural Disperso;529.324
68;Santander;2035;Total;2.501.133
68;Santander;2036;Total;2.509.092
68;Santander;2037;Total;2.516.402
68;Santander;2038;Total;2.523.056
68;Santander;2039;Total;2.529.066
68;Santander;2040;Total;2.534.424
68;Santander;2041;Total;2.539.122
68;Santander;2042;Total;2.543.167
68;Santander;2043;Total;2.546.569
68;Santander;2044;Total;2.549.336
68;Santander;2045;Total;2.551.452
68;Santander;2046;Total;2.552.918
68;Santander;2047;Total;2.553.750
68;Santander;2048;Total;2.553.948
68;Santander;2049;Total;2.553.514
68;Santander;2050;Total;2.552.448
70;Sucre;2020;Cabecera;590.920
70;Sucre;2020;Centros Poblados y Rural Disperso;359.692
70;Sucre;2020;Total;950.612
70;Sucre;2021;Cabecera;598.031
70;Sucre;2021;Centros Poblados y Rural Disperso;368.862
70;Sucre;2021;Total;966.893
70;Sucre;2022;Cabecera;603.687
70;Sucre;2022;Centros Poblados y Rural Disperso;377.255
70;Sucre;2022;Total;980.942
70;Sucre;2023;Cabecera;608.774
70;Sucre;2023;Centros Poblados y Rural Disperso;385.286
70;Sucre;2023;Total;994.060
70;Sucre;2024;Cabecera;613.634
70;Sucre;2024;Centros Poblados y Rural Disperso;392.410
70;Sucre;2024;Total;1.006.044
70;Sucre;2025;Cabecera;618.038
70;Sucre;2025;Centros Poblados y Rural Disperso;398.788
70;Sucre;2025;Total;1.016.826
70;Sucre;2026;Cabecera;621.988
70;Sucre;2026;Centros Poblados y Rural Disperso;404.681
70;Sucre;2026;Total;1.026.669
70;Sucre;2027;Cabecera;625.772
70;Sucre;2027;Centros Poblados y Rural Disperso;410.128
70;Sucre;2027;Total;1.035.900
70;Sucre;2028;Cabecera;629.424
70;Sucre;2028;Centros Poblados y Rural Disperso;415.270
70;Sucre;2028;Total;1.044.694
70;Sucre;2029;Cabecera;633.043
70;Sucre;2029;Centros Poblados y Rural Disperso;420.136
70;Sucre;2029;Total;1.053.179
70;Sucre;2030;Cabecera;636.694
70;Sucre;2030;Centros Poblados y Rural Disperso;424.805
70;Sucre;2030;Total;1.061.499
70;Sucre;2031;Cabecera;640.318
70;Sucre;2031;Centros Poblados y Rural Disperso;429.347
70;Sucre;2031;Total;1.069.665
70;Sucre;2032;Cabecera;643.789
70;Sucre;2032;Centros Poblados y Rural Disperso;433.812
70;Sucre;2032;Total;1.077.601
70;Sucre;2033;Cabecera;647.063
70;Sucre;2033;Centros Poblados y Rural Disperso;438.238
70;Sucre;2033;Total;1.085.301
70;Sucre;2034;Cabecera;650.176
70;Sucre;2034;Centros Poblados y Rural Disperso;442.597
70;Sucre;2034;Total;1.092.773
70;Sucre;2035;Cabecera;653.104
70;Sucre;2035;Centros Poblados y Rural Disperso;446.914
70;Sucre;2035;Total;1.100.018
70;Sucre;2036;Total;1.106.999
70;Sucre;2037;Total;1.113.685
70;Sucre;2038;Total;1.120.085
70;Sucre;2039;Total;1.126.198
70;Sucre;2040;Total;1.132.015
70;Sucre;2041;Total;1.137.538
70;Sucre;2042;Total;1.142.783
70;Sucre;2043;Total;1.147.750
70;Sucre;2044;Total;1.152.426
70;Sucre;2045;Total;1.156.801
70;Sucre;2046;Total;1.160.884
70;Sucre;2047;Total;1.164.678
70;Sucre;2048;Total;1.168.177
70;Sucre;2049;Total;1.171.380
70;Sucre;2050;Total;1.174.282
73;Tolima;2020;Cabecera;924.589
73;Tolima;2020;Centros Poblados y Rural Disperso;429.749
73;Tolima;2020;Total;1.354.338
73;Tolima;2021;Cabecera;932.382
73;Tolima;2021;Centros Poblados y Rural Disperso;429.549
73;Tolima;2021;Total;1.361.931
73;Tolima;2022;Cabecera;938.727
73;Tolima;2022;Centros Poblados y Rural Disperso;429.075
73;Tolima;2022;Total;1.367.802
73;Tolima;2023;Cabecera;945.672
73;Tolima;2023;Centros Poblados y Rural Disperso;428.712
73;Tolima;2023;Total;1.374.384
73;Tolima;2024;Cabecera;951.724
73;Tolima;2024;Centros Poblados y Rural Disperso;429.224
73;Tolima;2024;Total;1.380.948
73;Tolima;2025;Cabecera;956.963
73;Tolima;2025;Centros Poblados y Rural Disperso;429.863
73;Tolima;2025;Total;1.386.826
73;Tolima;2026;Cabecera;961.671
73;Tolima;2026;Centros Poblados y Rural Disperso;430.448
73;Tolima;2026;Total;1.392.119
73;Tolima;2027;Cabecera;966.011
73;Tolima;2027;Centros Poblados y Rural Disperso;431.090
73;Tolima;2027;Total;1.397.101
73;Tolima;2028;Cabecera;969.866
73;Tolima;2028;Centros Poblados y Rural Disperso;431.935
73;Tolima;2028;Total;1.401.801
73;Tolima;2029;Cabecera;973.418
73;Tolima;2029;Centros Poblados y Rural Disperso;432.832
73;Tolima;2029;Total;1.406.250
73;Tolima;2030;Cabecera;976.595
73;Tolima;2030;Centros Poblados y Rural Disperso;433.889
73;Tolima;2030;Total;1.410.484
73;Tolima;2031;Cabecera;979.514
73;Tolima;2031;Centros Poblados y Rural Disperso;434.983
73;Tolima;2031;Total;1.414.497
73;Tolima;2032;Cabecera;982.188
73;Tolima;2032;Centros Poblados y Rural Disperso;436.076
73;Tolima;2032;Total;1.418.264
73;Tolima;2033;Cabecera;984.672
73;Tolima;2033;Centros Poblados y Rural Disperso;437.089
73;Tolima;2033;Total;1.421.761
73;Tolima;2034;Cabecera;986.913
73;Tolima;2034;Centros Poblados y Rural Disperso;438.061
73;Tolima;2034;Total;1.424.974
73;Tolima;2035;Cabecera;989.016
73;Tolima;2035;Centros Poblados y Rural Disperso;438.882
73;Tolima;2035;Total;1.427.898
73;Tolima;2036;Total;1.430.518
73;Tolima;2037;Total;1.432.810
73;Tolima;2038;Total;1.434.767
73;Tolima;2039;Total;1.436.410
73;Tolima;2040;Total;1.437.731
73;Tolima;2041;Total;1.438.733
73;Tolima;2042;Total;1.439.421
73;Tolima;2043;Total;1.439.790
73;Tolima;2044;Total;1.439.846
73;Tolima;2045;Total;1.439.590
73;Tolima;2046;Total;1.439.030
73;Tolima;2047;Total;1.438.161
73;Tolima;2048;Total;1.436.969
73;Tolima;2049;Total;1.435.469
73;Tolima;2050;Total;1.433.661
76;Valle del Cauca;2020;Cabecera;3.906.328
76;Valle del Cauca;2020;Centros Poblados y Rural Disperso;676.049
76;Valle del Cauca;2020;Total;4.582.377
76;Valle del Cauca;2021;Cabecera;3.937.232
76;Valle del Cauca;2021;Centros Poblados y Rural Disperso;676.532
76;Valle del Cauca;2021;Total;4.613.764
76;Valle del Cauca;2022;Cabecera;3.954.741
76;Valle del Cauca;2022;Centros Poblados y Rural Disperso;671.323
76;Valle del Cauca;2022;Total;4.626.064
76;Valle del Cauca;2023;Cabecera;3.972.260
76;Valle del Cauca;2023;Centros Poblados y Rural Disperso;665.769
76;Valle del Cauca;2023;Total;4.638.029
76;Valle del Cauca;2024;Cabecera;3.986.159
76;Valle del Cauca;2024;Centros Poblados y Rural Disperso;661.208
76;Valle del Cauca;2024;Total;4.647.367
76;Valle del Cauca;2025;Cabecera;3.995.831
76;Valle del Cauca;2025;Centros Poblados y Rural Disperso;656.681
76;Valle del Cauca;2025;Total;4.652.512
76;Valle del Cauca;2026;Cabecera;4.002.306
76;Valle del Cauca;2026;Centros Poblados y Rural Disperso;652.129
76;Valle del Cauca;2026;Total;4.654.435
76;Valle del Cauca;2027;Cabecera;4.006.898
76;Valle del Cauca;2027;Centros Poblados y Rural Disperso;647.599
76;Valle del Cauca;2027;Total;4.654.497
76;Valle del Cauca;2028;Cabecera;4.009.994
76;Valle del Cauca;2028;Centros Poblados y Rural Disperso;643.230
76;Valle del Cauca;2028;Total;4.653.224
76;Valle del Cauca;2029;Cabecera;4.012.013
76;Valle del Cauca;2029;Centros Poblados y Rural Disperso;639.026
76;Valle del Cauca;2029;Total;4.651.039
76;Valle del Cauca;2030;Cabecera;4.013.254
76;Valle del Cauca;2030;Centros Poblados y Rural Disperso;635.090
76;Valle del Cauca;2030;Total;4.648.344
76;Valle del Cauca;2031;Cabecera;4.013.782
76;Valle del Cauca;2031;Centros Poblados y Rural Disperso;631.270
76;Valle del Cauca;2031;Total;4.645.052
76;Valle del Cauca;2032;Cabecera;4.013.441
76;Valle del Cauca;2032;Centros Poblados y Rural Disperso;627.386
76;Valle del Cauca;2032;Total;4.640.827
76;Valle del Cauca;2033;Cabecera;4.012.193
76;Valle del Cauca;2033;Centros Poblados y Rural Disperso;623.430
76;Valle del Cauca;2033;Total;4.635.623
76;Valle del Cauca;2034;Cabecera;4.010.101
76;Valle del Cauca;2034;Centros Poblados y Rural Disperso;619.356
76;Valle del Cauca;2034;Total;4.629.457
76;Valle del Cauca;2035;Cabecera;4.007.109
76;Valle del Cauca;2035;Centros Poblados y Rural Disperso;615.225
76;Valle del Cauca;2035;Total;4.622.334
76;Valle del Cauca;2036;Total;4.614.095
76;Valle del Cauca;2037;Total;4.604.584
76;Valle del Cauca;2038;Total;4.593.796
76;Valle del Cauca;2039;Total;4.581.744
76;Valle del Cauca;2040;Total;4.568.409
76;Valle del Cauca;2041;Total;4.553.785
76;Valle del Cauca;2042;Total;4.537.908
76;Valle del Cauca;2043;Total;4.520.802
76;Valle del Cauca;2044;Total;4.502.469
76;Valle del Cauca;2045;Total;4.482.916
76;Valle del Cauca;2046;Total;4.462.183
76;Valle del Cauca;2047;Total;4.440.324
76;Valle del Cauca;2048;Total;4.417.360
76;Valle del Cauca;2049;Total;4.393.312
76;Valle del Cauca;2050;Total;4.368.211
81;Arauca;2020;Cabecera;189.171
81;Arauca;2020;Centros Poblados y Rural Disperso;102.081
81;Arauca;2020;Total;291.252
81;Arauca;2021;Cabecera;194.149
81;Arauca;2021;Centros Poblados y Rural Disperso;106.488
81;Arauca;2021;Total;300.637
81;Arauca;2022;Cabecera;198.159
81;Arauca;2022;Centros Poblados y Rural Disperso;109.469
81;Arauca;2022;Total;307.628
81;Arauca;2023;Cabecera;201.155
81;Arauca;2023;Centros Poblados y Rural Disperso;111.942
81;Arauca;2023;Total;313.097
81;Arauca;2024;Cabecera;203.505
81;Arauca;2024;Centros Poblados y Rural Disperso;113.893
81;Arauca;2024;Total;317.398
81;Arauca;2025;Cabecera;205.266
81;Arauca;2025;Centros Poblados y Rural Disperso;115.457
81;Arauca;2025;Total;320.723
81;Arauca;2026;Cabecera;206.604
81;Arauca;2026;Centros Poblados y Rural Disperso;116.742
81;Arauca;2026;Total;323.346
81;Arauca;2027;Cabecera;207.626
81;Arauca;2027;Centros Poblados y Rural Disperso;117.901
81;Arauca;2027;Total;325.527
81;Arauca;2028;Cabecera;208.560
81;Arauca;2028;Centros Poblados y Rural Disperso;118.880
81;Arauca;2028;Total;327.440
81;Arauca;2029;Cabecera;209.430
81;Arauca;2029;Centros Poblados y Rural Disperso;119.807
81;Arauca;2029;Total;329.237
81;Arauca;2030;Cabecera;210.356
81;Arauca;2030;Centros Poblados y Rural Disperso;120.681
81;Arauca;2030;Total;331.037
81;Arauca;2031;Cabecera;211.220
81;Arauca;2031;Centros Poblados y Rural Disperso;121.621
81;Arauca;2031;Total;332.841
81;Arauca;2032;Cabecera;212.087
81;Arauca;2032;Centros Poblados y Rural Disperso;122.502
81;Arauca;2032;Total;334.589
81;Arauca;2033;Cabecera;212.898
81;Arauca;2033;Centros Poblados y Rural Disperso;123.371
81;Arauca;2033;Total;336.269
81;Arauca;2034;Cabecera;213.648
81;Arauca;2034;Centros Poblados y Rural Disperso;124.245
81;Arauca;2034;Total;337.893
81;Arauca;2035;Cabecera;214.332
81;Arauca;2035;Centros Poblados y Rural Disperso;125.133
81;Arauca;2035;Total;339.465
81;Arauca;2036;Total;340.958
81;Arauca;2037;Total;342.354
81;Arauca;2038;Total;343.655
81;Arauca;2039;Total;344.859
81;Arauca;2040;Total;345.971
81;Arauca;2041;Total;346.993
81;Arauca;2042;Total;347.927
81;Arauca;2043;Total;348.780
81;Arauca;2044;Total;349.545
81;Arauca;2045;Total;350.213
81;Arauca;2046;Total;350.787
81;Arauca;2047;Total;351.278
81;Arauca;2048;Total;351.679
81;Arauca;2049;Total;351.986
81;Arauca;2050;Total;352.194
85;Casanare;2020;Cabecera;315.408
85;Casanare;2020;Centros Poblados y Rural Disperso;128.124
85;Casanare;2020;Total;443.532
85;Casanare;2021;Cabecera;323.586
85;Casanare;2021;Centros Poblados y Rural Disperso;128.512
85;Casanare;2021;Total;452.098
85;Casanare;2022;Cabecera;330.773
85;Casanare;2022;Centros Poblados y Rural Disperso;129.200
85;Casanare;2022;Total;459.973
85;Casanare;2023;Cabecera;337.972
85;Casanare;2023;Centros Poblados y Rural Disperso;129.803
85;Casanare;2023;Total;467.775
85;Casanare;2024;Cabecera;344.587
85;Casanare;2024;Centros Poblados y Rural Disperso;130.557
85;Casanare;2024;Total;475.144
85;Casanare;2025;Cabecera;350.721
85;Casanare;2025;Centros Poblados y Rural Disperso;131.217
85;Casanare;2025;Total;481.938
85;Casanare;2026;Cabecera;356.398
85;Casanare;2026;Centros Poblados y Rural Disperso;131.860
85;Casanare;2026;Total;488.258
85;Casanare;2027;Cabecera;361.777
85;Casanare;2027;Centros Poblados y Rural Disperso;132.474
85;Casanare;2027;Total;494.251
85;Casanare;2028;Cabecera;366.830
85;Casanare;2028;Centros Poblados y Rural Disperso;133.149
85;Casanare;2028;Total;499.979
85;Casanare;2029;Cabecera;371.636
85;Casanare;2029;Centros Poblados y Rural Disperso;133.868
85;Casanare;2029;Total;505.504
85;Casanare;2030;Cabecera;376.204
85;Casanare;2030;Centros Poblados y Rural Disperso;134.686
85;Casanare;2030;Total;510.890
85;Casanare;2031;Cabecera;380.654
85;Casanare;2031;Centros Poblados y Rural Disperso;135.489
85;Casanare;2031;Total;516.143
85;Casanare;2032;Cabecera;384.955
85;Casanare;2032;Centros Poblados y Rural Disperso;136.285
85;Casanare;2032;Total;521.240
